Time,Raw Pressure,Raw Temperature,Raw Humidity,Calculated Pressure,Calculated Temperature,Calculated Humidity,Calculated Altitude,
03-Apr-2021 (15:43:59.368599),289192,543287,21064,108230.8671875,28.950000762939453,23.5380859375,142.11773681640625,
03-Apr-2021 (15:43:59.419859),289192,543283,21063,108230.8671875,28.950000762939453,23.5380859375,142.11773681640625,
03-Apr-2021 (15:43:59.480921),289193,543280,21063,108230.703125,28.950000762939453,23.5380859375,142.13047790527344,
03-Apr-2021 (15:43:59.543772),289191,543283,21064,108231.046875,28.950000762939453,23.5380859375,142.10345458984375,
03-Apr-2021 (15:43:59.609883),289191,543286,21061,108231.046875,28.950000762939453,23.5263671875,142.10345458984375,
03-Apr-2021 (15:43:59.655883),289191,543287,21059,108231.046875,28.950000762939453,23.5146484375,142.10345458984375,
03-Apr-2021 (15:43:59.722860),289192,543289,21063,108231.328125,28.950000762939453,23.5263671875,142.08154296875,
03-Apr-2021 (15:43:59.788076),289193,543285,21064,108230.703125,28.950000762939453,23.5380859375,142.13047790527344,
03-Apr-2021 (15:43:59.831255),289193,543285,21063,108230.703125,28.950000762939453,23.5380859375,142.13047790527344,
03-Apr-2021 (15:43:59.895354),289193,543287,21061,108230.703125,28.950000762939453,23.5263671875,142.13047790527344,
03-Apr-2021 (15:43:59.959189),289193,543290,21054,108231.15625,28.950000762939453,23.478515625,142.09530639648438,
03-Apr-2021 (15:44:00.023043),289196,543292,21062,108230.640625,28.950000762939453,23.5263671875,142.1350555419922,
03-Apr-2021 (15:44:00.071289),289197,543287,21062,108230.015625,28.950000762939453,23.5263671875,142.1834716796875,
03-Apr-2021 (15:44:00.286408),289199,543289,21063,108230.1875,28.950000762939453,23.5263671875,142.17022705078125,
03-Apr-2021 (15:44:00.328381),289200,543292,21072,108229.953125,28.950000762939453,23.5869140625,142.18856811523438,
03-Apr-2021 (15:44:00.375327),289200,543294,21061,108229.953125,28.950000762939453,23.5146484375,142.18856811523438,
03-Apr-2021 (15:44:00.426958),289201,543289,21062,108229.78125,28.950000762939453,23.5263671875,142.2018280029297,
03-Apr-2021 (15:44:00.492420),289200,543285,21062,108229.5,28.950000762939453,23.5263671875,142.22373962402344,
03-Apr-2021 (15:44:00.551352),289199,543286,21063,108229.671875,28.950000762939453,23.5380859375,142.2104949951172,
03-Apr-2021 (15:44:00.607747),289198,543287,21062,108229.84375,28.950000762939453,23.5263671875,142.19723510742188,
03-Apr-2021 (15:44:00.664203),289197,543286,21067,108230.015625,28.950000762939453,23.5625,142.1834716796875,
03-Apr-2021 (15:44:00.727861),289196,543287,21063,108230.1875,28.950000762939453,23.5380859375,142.17022705078125,
03-Apr-2021 (15:44:00.778920),289198,543280,21062,108229.84375,28.950000762939453,23.5263671875,142.19723510742188,
03-Apr-2021 (15:44:00.839561),289197,543280,21061,108230.015625,28.950000762939453,23.5263671875,142.1834716796875,
03-Apr-2021 (15:44:00.903808),289195,543279,21060,108229.8984375,28.950000762939453,23.5146484375,142.19264221191406,
03-Apr-2021 (15:44:00.967583),289193,543279,21050,108230.234375,28.950000762939453,23.4541015625,142.16665649414062,
03-Apr-2021 (15:44:01.017763),289195,543278,21062,108229.8984375,28.950000762939453,23.5263671875,142.19264221191406,
03-Apr-2021 (15:44:01.080907),289196,543272,21060,108229.71875,28.950000762939453,23.5146484375,142.20692443847656,
03-Apr-2021 (15:44:01.303753),289196,543271,21057,108229.09375,28.950000762939453,23.501953125,142.25534057617188,
03-Apr-2021 (15:44:01.324360),289197,543273,21046,108229.5546875,28.950000762939453,23.4296875,142.21966552734375,
03-Apr-2021 (15:44:01.368621),289199,543277,21055,108229.2109375,28.950000762939453,23.490234375,142.2461700439453,
03-Apr-2021 (15:44:01.434548),289199,543275,21055,108229.2109375,28.950000762939453,23.490234375,142.2461700439453,
03-Apr-2021 (15:44:01.497286),289199,543271,21054,108228.75,28.950000762939453,23.478515625,142.28184509277344,
03-Apr-2021 (15:44:01.561023),289198,543273,21059,108229.3828125,28.950000762939453,23.5146484375,142.23291015625,
03-Apr-2021 (15:44:01.622840),289197,543277,21048,108229.5546875,28.950000762939453,23.44140625,142.21966552734375,
03-Apr-2021 (15:44:01.678795),289197,543282,21054,108230.015625,28.950000762939453,23.478515625,142.1834716796875,
03-Apr-2021 (15:44:01.738080),289195,543278,21053,108229.8984375,28.950000762939453,23.478515625,142.19264221191406,
03-Apr-2021 (15:44:01.799962),289195,543274,21053,108229.8984375,28.950000762939453,23.478515625,142.19264221191406,
03-Apr-2021 (15:44:01.848196),289194,543274,21054,108230.0625,28.950000762939453,23.478515625,142.17990112304688,
03-Apr-2021 (15:44:01.912452),289193,543276,21055,108230.234375,28.950000762939453,23.490234375,142.16665649414062,
03-Apr-2021 (15:44:01.976298),289195,543277,21052,108229.8984375,28.950000762939453,23.4658203125,142.19264221191406,
03-Apr-2021 (15:44:02.024784),289194,543275,21053,108230.0625,28.950000762939453,23.478515625,142.17990112304688,
03-Apr-2021 (15:44:02.088569),289193,543270,21052,108229.78125,28.950000762939453,23.4658203125,142.2018280029297,
03-Apr-2021 (15:44:02.300757),289197,543273,21052,108229.78125,28.950000762939453,23.4658203125,142.2018280029297,
03-Apr-2021 (15:44:02.337490),289197,543269,21051,108229.09375,28.950000762939453,23.4658203125,142.25534057617188,
03-Apr-2021 (15:44:02.384857),289198,543266,21050,108228.921875,28.950000762939453,23.4541015625,142.26858520507812,
03-Apr-2021 (15:44:02.444758),289195,543261,21051,108228.984375,28.940000534057617,23.4658203125,142.26400756835938,
03-Apr-2021 (15:44:02.516205),289197,543264,21051,108229.09375,28.950000762939453,23.4658203125,142.25534057617188,
03-Apr-2021 (15:44:02.572725),289197,543264,21055,108229.09375,28.950000762939453,23.490234375,142.25534057617188,
03-Apr-2021 (15:44:02.626342),289197,543265,21061,108229.09375,28.950000762939453,23.5263671875,142.25534057617188,
03-Apr-2021 (15:44:02.682749),289196,543265,21050,108229.265625,28.950000762939453,23.4541015625,142.24208068847656,
03-Apr-2021 (15:44:02.747124),289196,543260,21050,108228.8125,28.940000534057617,23.453125,142.27725219726562,
03-Apr-2021 (15:44:02.799061),289196,543256,21050,108228.8125,28.940000534057617,23.453125,142.27725219726562,
03-Apr-2021 (15:44:02.871570),289195,543257,21048,108228.984375,28.940000534057617,23.44140625,142.26400756835938,
03-Apr-2021 (15:44:02.920863),289194,543258,21043,108229.15625,28.940000534057617,23.4169921875,142.250244140625,
03-Apr-2021 (15:44:02.984653),289192,543261,21049,108229.4921875,28.940000534057617,23.453125,142.2242431640625,
03-Apr-2021 (15:44:03.032959),289190,543258,21050,108229.8359375,28.940000534057617,23.453125,142.19773864746094,
03-Apr-2021 (15:44:03.096954),289187,543254,21051,108229.890625,28.940000534057617,23.4658203125,142.19366455078125,
03-Apr-2021 (15:44:03.306182),289184,543265,21051,108230.5234375,28.940000534057617,23.4658203125,142.14422607421875,
03-Apr-2021 (15:44:03.340196),289185,543261,21051,108230.6953125,28.940000534057617,23.4658203125,142.1309814453125,
03-Apr-2021 (15:44:03.391456),289186,543258,21052,108230.5234375,28.940000534057617,23.4658203125,142.14422607421875,
03-Apr-2021 (15:44:03.453443),289186,543254,21052,108230.0625,28.940000534057617,23.4658203125,142.17990112304688,
03-Apr-2021 (15:44:03.512912),289185,543254,21051,108230.234375,28.940000534057617,23.4658203125,142.16665649414062,
03-Apr-2021 (15:44:03.568618),289185,543255,21053,108230.234375,28.940000534057617,23.4775390625,142.16665649414062,
03-Apr-2021 (15:44:03.637812),289184,543256,21059,108230.8671875,28.940000534057617,23.513671875,142.11773681640625,
03-Apr-2021 (15:44:03.691334),289183,543257,21053,108231.0390625,28.940000534057617,23.4775390625,142.10397338867188,
03-Apr-2021 (15:44:03.743389),289182,543251,21053,108230.75,28.940000534057617,23.4775390625,142.1269073486328,
03-Apr-2021 (15:44:03.808390),289184,543248,21054,108230.40625,28.940000534057617,23.4775390625,142.15341186523438,
03-Apr-2021 (15:44:03.873325),289185,543250,21054,108230.234375,28.940000534057617,23.4775390625,142.16665649414062,
03-Apr-2021 (15:44:03.929189),289183,543253,21044,108230.578125,28.940000534057617,23.4169921875,142.14015197753906,
03-Apr-2021 (15:44:03.977980),289185,543256,21054,108230.6953125,28.940000534057617,23.4775390625,142.1309814453125,
03-Apr-2021 (15:44:04.041910),289186,543250,21053,108230.0625,28.940000534057617,23.4775390625,142.17990112304688,
03-Apr-2021 (15:44:04.270427),289182,543247,21054,108230.296875,28.940000534057617,23.4775390625,142.1620635986328,
03-Apr-2021 (15:44:04.300992),289182,543243,21053,108230.296875,28.940000534057617,23.4775390625,142.1620635986328,
03-Apr-2021 (15:44:04.369207),289181,543243,21054,108230.46875,28.940000534057617,23.4775390625,142.1483154296875,
03-Apr-2021 (15:44:04.412574),289179,543243,21055,108230.8125,28.940000534057617,23.4892578125,142.12181091308594,
03-Apr-2021 (15:44:04.479659),289179,543244,21047,108230.8125,28.940000534057617,23.44140625,142.12181091308594,
03-Apr-2021 (15:44:04.541945),289181,543246,21054,108230.46875,28.940000534057617,23.4775390625,142.1483154296875,
03-Apr-2021 (15:44:04.601915),289182,543242,21054,108230.296875,28.940000534057617,23.4775390625,142.1620635986328,
03-Apr-2021 (15:44:04.663489),289182,543238,21053,108229.8359375,28.940000534057617,23.4775390625,142.19773864746094,
03-Apr-2021 (15:44:04.713946),289181,543241,21054,108230.46875,28.940000534057617,23.4775390625,142.1483154296875,
03-Apr-2021 (15:44:04.777925),289182,543242,21049,108230.296875,28.940000534057617,23.453125,142.1620635986328,
03-Apr-2021 (15:44:04.841811),289183,543242,21052,108230.125,28.940000534057617,23.4658203125,142.17532348632812,
03-Apr-2021 (15:44:04.890220),289181,543237,21052,108230.0078125,28.940000534057617,23.4658203125,142.1844940185547,
03-Apr-2021 (15:44:04.954344),289180,543233,21052,108230.1796875,28.940000534057617,23.4658203125,142.1707305908203,
03-Apr-2021 (15:44:05.017962),289178,543236,21052,108230.5234375,28.940000534057617,23.4658203125,142.14422607421875,
03-Apr-2021 (15:44:05.066544),289176,543238,21052,108230.859375,28.940000534057617,23.4658203125,142.1182403564453,
03-Apr-2021 (15:44:05.290149),289174,543241,21049,108231.0390625,28.940000534057617,23.453125,142.10397338867188,
03-Apr-2021 (15:44:05.327239),289175,543235,21050,108231.0390625,28.940000534057617,23.453125,142.10397338867188,
03-Apr-2021 (15:44:05.371167),289176,543237,21048,108230.859375,28.940000534057617,23.44140625,142.1182403564453,
03-Apr-2021 (15:44:05.429453),289177,543237,21048,108230.6953125,28.940000534057617,23.44140625,142.1309814453125,
03-Apr-2021 (15:44:05.495481),289180,543239,21046,108230.1796875,28.940000534057617,23.4296875,142.1707305908203,
03-Apr-2021 (15:44:05.546944),289179,543238,21047,108230.3515625,28.940000534057617,23.44140625,142.15748596191406,
03-Apr-2021 (15:44:05.626367),289179,543231,21047,108229.890625,28.93000030517578,23.44140625,142.19366455078125,
03-Apr-2021 (15:44:05.661494),289179,543232,21045,108230.3515625,28.940000534057617,23.4296875,142.15748596191406,
03-Apr-2021 (15:44:05.728022),289177,543234,21049,108230.6953125,28.940000534057617,23.453125,142.1309814453125,
03-Apr-2021 (15:44:05.786487),289176,543235,21030,108230.859375,28.940000534057617,23.3330078125,142.1182403564453,
03-Apr-2021 (15:44:05.834987),289174,543236,21044,108231.203125,28.940000534057617,23.4169921875,142.0912322998047,
03-Apr-2021 (15:44:05.899045),289176,543231,21043,108230.40625,28.93000030517578,23.4169921875,142.15341186523438,
03-Apr-2021 (15:44:05.962755),289177,543227,21043,108230.234375,28.93000030517578,23.4169921875,142.16665649414062,
03-Apr-2021 (15:44:06.026852),289177,543229,21041,108230.234375,28.93000030517578,23.4052734375,142.16665649414062,
03-Apr-2021 (15:44:06.075192),289177,543231,21043,108230.234375,28.93000030517578,23.4169921875,142.16665649414062,
03-Apr-2021 (15:44:06.293339),289175,543230,21040,108230.6953125,28.940000534057617,23.392578125,142.1309814453125,
03-Apr-2021 (15:44:06.332468),289175,543222,21040,108230.1171875,28.93000030517578,23.392578125,142.1758270263672,
03-Apr-2021 (15:44:06.386726),289177,543224,21039,108230.234375,28.93000030517578,23.392578125,142.16665649414062,
03-Apr-2021 (15:44:06.433936),289178,543225,21035,108230.0625,28.93000030517578,23.369140625,142.17990112304688,
03-Apr-2021 (15:44:06.491434),289181,543228,21040,108229.546875,28.93000030517578,23.392578125,142.2201690673828,
03-Apr-2021 (15:44:06.561077),289181,543225,21040,108229.546875,28.93000030517578,23.392578125,142.2201690673828,
03-Apr-2021 (15:44:06.611542),289180,543220,21040,108229.265625,28.93000030517578,23.392578125,142.24208068847656,
03-Apr-2021 (15:44:06.667754),289179,543223,21039,108229.4375,28.93000030517578,23.392578125,142.2288360595703,
03-Apr-2021 (15:44:06.732855),289180,543224,21035,108229.71875,28.93000030517578,23.369140625,142.20692443847656,
03-Apr-2021 (15:44:06.781587),289178,543225,21044,108230.0625,28.93000030517578,23.4169921875,142.17990112304688,
03-Apr-2021 (15:44:06.843709),289179,543227,21036,108229.890625,28.93000030517578,23.369140625,142.19366455078125,
03-Apr-2021 (15:44:06.907355),289177,543222,21037,108229.78125,28.93000030517578,23.380859375,142.2018280029297,
03-Apr-2021 (15:44:06.971267),289178,543218,21037,108229.609375,28.93000030517578,23.380859375,142.21507263183594,
03-Apr-2021 (15:44:07.020007),289179,543221,21037,108229.4375,28.93000030517578,23.380859375,142.2288360595703,
03-Apr-2021 (15:44:07.083613),289178,543222,21028,108229.609375,28.93000030517578,23.3203125,142.21507263183594,
03-Apr-2021 (15:44:07.303414),289177,543222,21034,108230.234375,28.93000030517578,23.3564453125,142.16665649414062,
03-Apr-2021 (15:44:07.339992),289177,543216,21032,108229.78125,28.93000030517578,23.3447265625,142.2018280029297,
03-Apr-2021 (15:44:07.384312),289177,543217,21034,108229.78125,28.93000030517578,23.3564453125,142.2018280029297,
03-Apr-2021 (15:44:07.440275),289179,543218,21025,108229.4375,28.93000030517578,23.3076171875,142.2288360595703,
03-Apr-2021 (15:44:07.503998),289180,543220,21032,108229.265625,28.93000030517578,23.3447265625,142.24208068847656,
03-Apr-2021 (15:44:07.551012),289178,543214,21032,108229.1484375,28.93000030517578,23.3447265625,142.2512664794922,
03-Apr-2021 (15:44:07.619011),289177,543211,21034,108229.3203125,28.93000030517578,23.3564453125,142.2375030517578,
03-Apr-2021 (15:44:07.676471),289176,543214,21032,108229.484375,28.93000030517578,23.3447265625,142.22476196289062,
03-Apr-2021 (15:44:07.758044),289174,543217,21029,108230.296875,28.93000030517578,23.33203125,142.1620635986328,
03-Apr-2021 (15:44:07.792057),289175,543219,21032,108230.1171875,28.93000030517578,23.3447265625,142.1758270263672,
03-Apr-2021 (15:44:07.855355),289176,543216,21033,108229.953125,28.93000030517578,23.3564453125,142.18856811523438,
03-Apr-2021 (15:44:07.917365),289176,543212,21033,108229.484375,28.93000030517578,23.3564453125,142.22476196289062,
03-Apr-2021 (15:44:07.979959),289177,543213,21033,108229.3203125,28.93000030517578,23.3564453125,142.2375030517578,
03-Apr-2021 (15:44:08.028962),289178,543216,21032,108229.609375,28.93000030517578,23.3447265625,142.21507263183594,
03-Apr-2021 (15:44:08.092222),289176,543217,21037,108229.953125,28.93000030517578,23.380859375,142.18856811523438,
03-Apr-2021 (15:44:08.306971),289175,543215,21037,108229.953125,28.93000030517578,23.380859375,142.18856811523438,
03-Apr-2021 (15:44:08.349363),289175,543211,21037,108229.6640625,28.93000030517578,23.380859375,142.21099853515625,
03-Apr-2021 (15:44:08.385313),289175,543213,21039,108229.6640625,28.93000030517578,23.392578125,142.21099853515625,
03-Apr-2021 (15:44:08.454568),289177,543215,21039,108229.3203125,28.93000030517578,23.392578125,142.2375030517578,
03-Apr-2021 (15:44:08.510569),289177,543216,21042,108229.78125,28.93000030517578,23.404296875,142.2018280029297,
03-Apr-2021 (15:44:08.576387),289177,543210,21042,108229.3203125,28.93000030517578,23.404296875,142.2375030517578,
03-Apr-2021 (15:44:08.628817),289175,543212,21042,108229.6640625,28.93000030517578,23.404296875,142.21099853515625,
03-Apr-2021 (15:44:08.688884),289177,543213,21038,108229.3203125,28.93000030517578,23.380859375,142.2375030517578,
03-Apr-2021 (15:44:08.752291),289176,543214,21054,108229.484375,28.93000030517578,23.4775390625,142.22476196289062,
03-Apr-2021 (15:44:08.850108),289177,543213,21046,108229.3203125,28.93000030517578,23.4287109375,142.2375030517578,
03-Apr-2021 (15:44:08.892308),289175,543208,21047,108229.6640625,28.93000030517578,23.4404296875,142.21099853515625,
03-Apr-2021 (15:44:08.925749),289174,543204,21048,108229.375,28.93000030517578,23.4404296875,142.23342895507812,
03-Apr-2021 (15:44:08.988639),289173,543202,21046,108229.546875,28.93000030517578,23.4287109375,142.2201690673828,
03-Apr-2021 (15:44:09.037341),289171,543203,21057,108229.890625,28.93000030517578,23.5009765625,142.19366455078125,
03-Apr-2021 (15:44:09.262388),289166,543198,21054,108230.2890625,28.920000076293945,23.4765625,142.16258239746094,
03-Apr-2021 (15:44:09.292891),289167,543200,21059,108230.578125,28.93000030517578,23.5126953125,142.14015197753906,
03-Apr-2021 (15:44:09.361857),289168,543202,21055,108230.40625,28.93000030517578,23.48828125,142.15341186523438,
03-Apr-2021 (15:44:09.420835),289169,543196,21056,108229.78125,28.920000076293945,23.48828125,142.2018280029297,
03-Apr-2021 (15:44:09.472130),289169,543196,21057,108229.78125,28.920000076293945,23.5009765625,142.2018280029297,
03-Apr-2021 (15:44:09.539262),289169,543197,21059,108229.78125,28.920000076293945,23.5126953125,142.2018280029297,
03-Apr-2021 (15:44:09.604026),289167,543198,21057,108230.1171875,28.920000076293945,23.5009765625,142.1758270263672,
03-Apr-2021 (15:44:09.663689),289171,543198,21060,108229.4375,28.920000076293945,23.5126953125,142.2288360595703,
03-Apr-2021 (15:44:09.713486),289172,543192,21060,108229.265625,28.920000076293945,23.5126953125,142.24208068847656,
03-Apr-2021 (15:44:09.773507),289172,543186,21060,108228.8046875,28.920000076293945,23.5126953125,142.2777557373047,
03-Apr-2021 (15:44:09.837177),289172,543188,21062,108228.8046875,28.920000076293945,23.525390625,142.2777557373047,
03-Apr-2021 (15:44:09.903368),289171,543189,21062,108228.96875,28.920000076293945,23.525390625,142.2650146484375,
03-Apr-2021 (15:44:09.949583),289173,543188,21060,108228.6328125,28.920000076293945,23.5126953125,142.291015625,
03-Apr-2021 (15:44:10.013451),289173,543183,21061,108228.171875,28.920000076293945,23.5244140625,142.32669067382812,
03-Apr-2021 (15:44:10.077316),289172,543179,21061,108228.34375,28.920000076293945,23.5244140625,142.31344604492188,
03-Apr-2021 (15:44:10.286100),289170,543185,21061,108228.34375,28.920000076293945,23.525390625,142.31344604492188,
03-Apr-2021 (15:44:10.322757),289171,543182,21060,108228.515625,28.920000076293945,23.5126953125,142.30018615722656,
03-Apr-2021 (15:44:10.365924),289171,543175,21060,108228.0625,28.920000076293945,23.5126953125,142.33535766601562,
03-Apr-2021 (15:44:10.430411),289169,543172,21060,108228.40625,28.920000076293945,23.5126953125,142.30885314941406,
03-Apr-2021 (15:44:10.479364),289169,543175,21060,108228.40625,28.920000076293945,23.5126953125,142.30885314941406,
03-Apr-2021 (15:44:10.548936),289171,543177,21064,108228.515625,28.920000076293945,23.5361328125,142.30018615722656,
03-Apr-2021 (15:44:10.611982),289171,543181,21059,108228.515625,28.920000076293945,23.5126953125,142.30018615722656,
03-Apr-2021 (15:44:10.670225),289171,543175,21057,108228.0625,28.920000076293945,23.5,142.33535766601562,
03-Apr-2021 (15:44:10.717658),289170,543170,21057,108228.2265625,28.920000076293945,23.5,142.32261657714844,
03-Apr-2021 (15:44:10.783200),289169,543174,21057,108228.40625,28.920000076293945,23.5,142.30885314941406,
03-Apr-2021 (15:44:10.845702),289167,543176,21059,108229.203125,28.920000076293945,23.5126953125,142.24667358398438,
03-Apr-2021 (15:44:10.909502),289165,543179,21051,108229.546875,28.920000076293945,23.4638671875,142.2201690673828,
03-Apr-2021 (15:44:10.958217),289164,543183,21058,108229.71875,28.920000076293945,23.5,142.20692443847656,
03-Apr-2021 (15:44:11.022057),289163,543178,21059,108229.890625,28.920000076293945,23.5126953125,142.19366455078125,
03-Apr-2021 (15:44:11.086311),289164,543179,21060,108229.71875,28.920000076293945,23.5126953125,142.20692443847656,
03-Apr-2021 (15:44:11.308383),289164,543187,21062,108229.71875,28.920000076293945,23.525390625,142.20692443847656,
03-Apr-2021 (15:44:11.331650),289165,543183,21062,108229.546875,28.920000076293945,23.5244140625,142.2201690673828,
03-Apr-2021 (15:44:11.380102),289165,543178,21064,108229.546875,28.920000076293945,23.5361328125,142.2201690673828,
03-Apr-2021 (15:44:11.438689),289164,543177,21064,108229.71875,28.920000076293945,23.5361328125,142.20692443847656,
03-Apr-2021 (15:44:11.491631),289162,543178,21066,108230.0625,28.920000076293945,23.548828125,142.17990112304688,
03-Apr-2021 (15:44:11.552500),289161,543180,21065,108230.234375,28.920000076293945,23.548828125,142.16665649414062,
03-Apr-2021 (15:44:11.616692),289162,543181,21066,108230.0625,28.920000076293945,23.548828125,142.17990112304688,
03-Apr-2021 (15:44:11.688842),289159,543176,21067,108230.578125,28.920000076293945,23.560546875,142.14015197753906,
03-Apr-2021 (15:44:11.740517),289160,543172,21068,108229.9453125,28.920000076293945,23.560546875,142.1890869140625,
03-Apr-2021 (15:44:11.791673),289158,543174,21069,108230.2890625,28.920000076293945,23.5732421875,142.16258239746094,
03-Apr-2021 (15:44:11.854604),289159,543176,21066,108230.578125,28.920000076293945,23.548828125,142.14015197753906,
03-Apr-2021 (15:44:11.918160),289159,543175,21070,108230.1171875,28.920000076293945,23.5732421875,142.1758270263672,
03-Apr-2021 (15:44:11.966530),289159,543170,21070,108230.1171875,28.920000076293945,23.5732421875,142.1758270263672,
03-Apr-2021 (15:44:12.030391),289158,543166,21071,108229.828125,28.90999984741211,23.5849609375,142.19825744628906,
03-Apr-2021 (15:44:12.094268),289157,543168,21072,108230.4609375,28.920000076293945,23.5849609375,142.14932250976562,
03-Apr-2021 (15:44:12.304040),289157,543173,21074,108230.6328125,28.920000076293945,23.5966796875,142.1355743408203,
03-Apr-2021 (15:44:12.366347),289157,543168,21074,108230.4609375,28.920000076293945,23.5966796875,142.14932250976562,
03-Apr-2021 (15:44:12.386097),289155,543163,21075,108230.34375,28.90999984741211,23.609375,142.15798950195312,
03-Apr-2021 (15:44:12.451054),289151,543165,21076,108231.03125,28.90999984741211,23.609375,142.10499572753906,
03-Apr-2021 (15:44:12.508675),289152,543168,21076,108231.3125,28.920000076293945,23.609375,142.08306884765625,
03-Apr-2021 (15:44:12.562548),289152,543169,21083,108231.3125,28.920000076293945,23.6572265625,142.08306884765625,
03-Apr-2021 (15:44:12.631003),289152,543171,21076,108231.3125,28.920000076293945,23.609375,142.08306884765625,
03-Apr-2021 (15:44:12.672233),289152,543165,21078,108230.859375,28.90999984741211,23.62109375,142.1182403564453,
03-Apr-2021 (15:44:12.735762),289152,543162,21077,108230.859375,28.90999984741211,23.62109375,142.1182403564453,
03-Apr-2021 (15:44:12.800897),289151,543163,21077,108231.03125,28.90999984741211,23.62109375,142.10499572753906,
03-Apr-2021 (15:44:12.865404),289152,543166,21087,108230.859375,28.90999984741211,23.681640625,142.1182403564453,
03-Apr-2021 (15:44:12.911443),289157,543169,21076,108230.4609375,28.920000076293945,23.609375,142.14932250976562,
03-Apr-2021 (15:44:12.975133),289157,543163,21077,108230.0,28.90999984741211,23.62109375,142.18499755859375,
03-Apr-2021 (15:44:13.039213),289157,543156,21077,108229.546875,28.90999984741211,23.62109375,142.2201690673828,
03-Apr-2021 (15:44:13.263807),289157,543163,21075,108230.0,28.90999984741211,23.609375,142.18499755859375,
03-Apr-2021 (15:44:13.295131),289156,543163,21076,108230.171875,28.90999984741211,23.609375,142.1717529296875,
03-Apr-2021 (15:44:13.360428),289155,543166,21076,108230.34375,28.90999984741211,23.609375,142.15798950195312,
03-Apr-2021 (15:44:13.415134),289155,543166,21069,108230.34375,28.90999984741211,23.5732421875,142.15798950195312,
03-Apr-2021 (15:44:13.481549),289155,543170,21075,108230.8046875,28.920000076293945,23.609375,142.122314453125,
03-Apr-2021 (15:44:13.535109),289153,543165,21076,108230.6875,28.90999984741211,23.609375,142.13148498535156,
03-Apr-2021 (15:44:13.587729),289153,543161,21076,108230.6875,28.90999984741211,23.609375,142.13148498535156,
03-Apr-2021 (15:44:13.648650),289153,543163,21077,108230.6875,28.90999984741211,23.62109375,142.13148498535156,
03-Apr-2021 (15:44:13.718003),289152,543165,21078,108230.859375,28.90999984741211,23.62109375,142.1182403564453,
03-Apr-2021 (15:44:13.762842),289152,543167,21076,108230.859375,28.90999984741211,23.609375,142.1182403564453,
03-Apr-2021 (15:44:13.829672),289152,543167,21076,108230.859375,28.90999984741211,23.609375,142.1182403564453,
03-Apr-2021 (15:44:13.887456),289151,543162,21075,108231.03125,28.90999984741211,23.609375,142.10499572753906,
03-Apr-2021 (15:44:13.951321),289149,543161,21075,108231.375,28.90999984741211,23.609375,142.07797241210938,
03-Apr-2021 (15:44:13.999922),289150,543162,21077,108231.203125,28.90999984741211,23.62109375,142.0912322998047,
03-Apr-2021 (15:44:14.064034),289150,543162,21071,108231.203125,28.90999984741211,23.5849609375,142.0912322998047,
03-Apr-2021 (15:44:14.278119),289144,543158,21074,108231.890625,28.90999984741211,23.5966796875,142.03822326660156,
03-Apr-2021 (15:44:14.305809),289144,543153,21074,108231.7734375,28.90999984741211,23.5966796875,142.04739379882812,
03-Apr-2021 (15:44:14.352060),289143,543155,21076,108231.9453125,28.90999984741211,23.609375,142.03363037109375,
03-Apr-2021 (15:44:14.418588),289144,543157,21075,108231.7734375,28.90999984741211,23.609375,142.04739379882812,
03-Apr-2021 (15:44:14.483292),289143,543157,21072,108231.9453125,28.90999984741211,23.5849609375,142.03363037109375,
03-Apr-2021 (15:44:14.532425),289144,543151,21072,108231.3125,28.90999984741211,23.5849609375,142.08306884765625,
03-Apr-2021 (15:44:14.592206),289144,543148,21072,108231.3125,28.90999984741211,23.5849609375,142.08306884765625,
03-Apr-2021 (15:44:14.657078),289145,543150,21073,108231.140625,28.90999984741211,23.5966796875,142.09632873535156,
03-Apr-2021 (15:44:14.727075),289145,543152,21068,108231.6015625,28.90999984741211,23.560546875,142.06065368652344,
03-Apr-2021 (15:44:14.768248),289144,543155,21071,108231.7734375,28.90999984741211,23.5849609375,142.04739379882812,
03-Apr-2021 (15:44:14.832454),289144,543151,21072,108231.3125,28.90999984741211,23.5849609375,142.08306884765625,
03-Apr-2021 (15:44:14.896105),289143,543148,21071,108231.484375,28.90999984741211,23.5849609375,142.06982421875,
03-Apr-2021 (15:44:14.944185),289144,543150,21071,108231.3125,28.90999984741211,23.5849609375,142.08306884765625,
03-Apr-2021 (15:44:15.008233),289144,543152,21071,108231.7734375,28.90999984741211,23.5849609375,142.04739379882812,
03-Apr-2021 (15:44:15.072194),289144,543155,21067,108231.7734375,28.90999984741211,23.560546875,142.04739379882812,
03-Apr-2021 (15:44:15.284599),289143,543151,21070,108231.7734375,28.90999984741211,23.5732421875,142.04739379882812,
03-Apr-2021 (15:44:15.322159),289144,543144,21068,108231.3125,28.90999984741211,23.560546875,142.08306884765625,
03-Apr-2021 (15:44:15.362148),289142,543146,21070,108231.65625,28.90999984741211,23.5732421875,142.05606079101562,
03-Apr-2021 (15:44:15.425529),289143,543147,21078,108231.484375,28.90999984741211,23.62109375,142.06982421875,
03-Apr-2021 (15:44:15.492664),289144,543151,21067,108231.3125,28.90999984741211,23.560546875,142.08306884765625,
03-Apr-2021 (15:44:15.543424),289144,543147,21065,108231.3125,28.90999984741211,23.548828125,142.08306884765625,
